,1,Date,UTC,SCLK,L_s,Solar_dist,Orb_num,Gqual,Solar_lat,Solar_lon,Solar_zen,LTST,Profile_lat,Profile_lon,Profile_rad,Profile_alt,Limb_ang,Are_rad,Surf_lat,Surf_lon,Surf_rad,T_surf,T_surf_err,T_near_surf,T_near_surf_err,Dust_column,Dust_column_err,H2Ovap_column,H2Ovap_column_err,H2Oice_column,H2Oice_column_err,CO2ice_column,CO2ice_column_err,p_surf,p_surf_err,p_ret_alt,p_ret,p_ret_err,Rqual,P_qual,T_qual,Dust_qual,H2Ovap_qual,H2Oice_qual,CO2ice_qual,surf_qual,Obs_qual,Ref_SCLK_0,Ref_SCLK_1,Ref_SCLK_2,Ref_SCLK_3,Ref_SCLK_4,Ref_SCLK_5,Ref_SCLK_6,Ref_SCLK_7,Ref_SCLK_8,Ref_SCLK_9,Ref_Date_0,Ref_UTC_0,Ref_Date_1,Ref_UTC_1,Ref_Date_2,Ref_UTC_2,Ref_Date_3,Ref_UTC_3,Ref_Date_4,Ref_UTC_4,Ref_Date_5,Ref_UTC_5,Ref_Date_6,Ref_UTC_6,Ref_Date_7,Ref_UTC_7,Ref_Date_8,Ref_UTC_8,Ref_Date_9,Ref_UTC_9,Profile_identifier,1,Pres,T,T_err,Dust,Dust_err,H2Ovap,H2Ovap_err,H2Oice,H2Oice_err,CO2ice,CO2ice_err,Alt,Lat,Lon,Profile_identifier,level
0,0,01-Dec-2019,00:00:29.197,1259625680.517,114.27204,242489747.232,62558,0,22.834,-10.1456,74.43,0.642981,-33.15087,41.32755,3432.212,40.432,0.3782,3390.760,-33.69648,40.977,3391.233,199.576,0.036,189.839,0.379,0.0288,0.001,,,0.0127,0.001,,,509.5291,52.5605,18.0,80.8017,0.7287,0,0,0,1,9,1,9,2,10,1259625676.421,1259625678.469,1259625680.517,1259625682.565,1259625684.613,1259625860.739,1259625858.691,,,,01-Dec-2019,00:00:25.102,01-Dec-2019,00:00:27.150,01-Dec-2019,00:00:29.197,01-Dec-2019,00:00:31.245,01-Dec-2019,00:00:33.293,01-Dec-2019,00:03:29.420,01-Dec-2019,00:03:27.372,,,,,,,191201000000_0,0,50.072,175.46,0.141,9.4781e-05,4.7796e-06,,,6.1261e-06,8.703e-06,,,22.425,-32.594,41.271,191201000000_0,29
1,0,01-Dec-2019,00:01:40.877,1259625752.196,114.27242,242489635.74,62558,0,22.834,-10.43639,71.62779,0.642103,-29.20708,40.72057,3431.798,38.638,0.3752,3391.860,-28.74849,40.2645,3392.81,212.967,0.035,214.23,3.551,0.037,0.0011,,,0.0211,0.001,,,469.4359,42.8525,28.0,26.5142,0.2098,0,0,0,1,9,1,9,2,10,1259625748.100,1259625750.148,1259625752.196,1259625754.244,1259625756.292,1259625950.851,1259625952.899,,,,01-Dec-2019,00:01:36.781,01-Dec-2019,00:01:38.829,01-Dec-2019,00:01:40.877,01-Dec-2019,00:01:42.925,01-Dec-2019,00:01:44.973,01-Dec-2019,00:04:59.532,01-Dec-2019,00:05:01.580,,,,,,,191201000000_1,0,50.072,176.014,0.123,0.00014338,1.885e-05,,,0.0002953,1.1854e-05,,,22.317,-28.719,40.672,191201000000_1,29
2,0,01-Dec-2019,00:02:11.597,1259625782.916,114.27259,242489589.265,62558,0,22.834,-10.56099,70.473,0.641763,-27.56089,40.47357,3432.543,38.203,0.375,3392.300,-27.08049,40.03149,3393.054,211.313,0.035,213.417,0.23,0.0342,0.001,,,0.0314,0.001,,,513.2485,46.981,29.0,25.7425,0.1775,0,0,0,1,9,1,9,2,10,1259625778.820,1259625780.868,1259625782.916,1259625784.964,1259625787.012,1259625981.571,1259625983.619,,,,01-Dec-2019,00:02:07.501,01-Dec-2019,00:02:09.549,01-Dec-2019,00:02:11.597,01-Dec-2019,00:02:13.645,01-Dec-2019,00:02:15.693,01-Dec-2019,00:05:30.252,01-Dec-2019,00:05:32.300,,,,,,,191201000000_2,0,50.072,174.852,0.266,0.00023606,5.5904e-06,,,0.0008726,0.00010097,,,23.121,-27.076,40.425,191201000000_2,29
3,0,01-Dec-2019,00:02:42.317,1259625813.636,114.27275,242489541.265,62558,0,22.834,-10.68559,69.3274,0.641435,-25.91449,40.23117,3433.267,38.667,0.3744,3392.700,-25.41099,39.802,3394.188,219.269,0.034,214.878,2.726,0.0257,0.001,,,0.0237,0.001,,,456.5801,,,,,0,9,0,1,9,1,9,2,10,1259625809.540,1259625811.588,1259625813.636,1259625815.684,1259625817.732,1259626012.290,1259626014.338,,,,01-Dec-2019,00:02:38.221,01-Dec-2019,00:02:40.269,01-Dec-2019,00:02:42.317,01-Dec-2019,00:02:44.365,01-Dec-2019,00:02:46.413,01-Dec-2019,00:06:00.971,01-Dec-2019,00:06:03.019,,,,,,,191201000000_3,0,50.072,176.38,1.104,0.00041153,9.8448e-06,,,0.00083373,3.7845e-05,,,22.129,-25.392,40.179,191201000000_3,29
4,0,01-Dec-2019,00:03:13.036,1259625844.356,114.27292,242489493.264,62558,0,22.834,-10.81039,68.19121,0.641117,-24.26791,39.99177,3433.983,38.883,0.3748,3393.080,-23.73998,39.574,3394.942,214.647,0.052,,,,,,,,,,,,,,,,0,9,1,5,9,5,9,3,10,1259625840.260,1259625842.308,1259625844.356,1259625846.404,1259625848.451,1259626043.010,1259626045.058,,,,01-Dec-2019,00:03:08.940,01-Dec-2019,00:03:10.988,01-Dec-2019,00:03:13.036,01-Dec-2019,00:03:15.084,01-Dec-2019,00:03:17.132,01-Dec-2019,00:06:31.691,01-Dec-2019,00:06:33.739,,,,,,,191201000000_4,0,50.072,175.033,3.719,0.00064174,1.5001e-05,,,0.0017733,0.00018711,,,22.072,-23.732,39.939,191201000000_4,29
5,0,01-Dec-2019,00:03:43.756,1259625875.075,114.27308,242489445.264,62558,0,22.834,-10.93459,67.0654,0.640807,-22.62152,39.75578,3434.688,38.668,0.3746,3393.460,-22.07099,39.3505,3395.701,220.324,0.049,,,,,,,,,,,,,,,,0,9,1,5,9,5,9,3,10,1259625870.979,1259625873.027,1259625875.075,1259625877.123,1259625879.171,1259626073.730,1259626075.778,,,,01-Dec-2019,00:03:39.660,01-Dec-2019,00:03:41.708,01-Dec-2019,00:03:43.756,01-Dec-2019,00:03:45.804,01-Dec-2019,00:03:47.852,01-Dec-2019,00:07:02.411,01-Dec-2019,00:07:04.459,,,,,,,191201000000_5,0,50.072,,,,,,,,,,,21.743,-22.06,39.7,191201000000_5,29
6,0,01-Dec-2019,00:04:14.476,1259625905.795,114.27324,242489398.788,62558,0,22.834,-11.05939,65.951,0.640506,-20.97612,39.52278,3435.395,38.635,0.3746,3393.840,-20.45599,39.13449,3396.036,228.435,0.033,217.314,3.101,0.0185,0.001,,,0.044,0.001,,,428.1279,,,,,0,9,0,1,9,1,9,2,10,1259625901.699,1259625903.747,1259625905.795,1259625907.843,1259625909.891,1259626104.450,1259626106.498,,,,01-Dec-2019,00:04:10.380,01-Dec-2019,00:04:12.428,01-Dec-2019,00:04:14.476,01-Dec-2019,00:04:16.524,01-Dec-2019,00:04:18.572,01-Dec-2019,00:07:33.131,01-Dec-2019,00:07:35.179,,,,,,,191201000000_6,0,50.072,175.551,0.869,0.00074318,1.7184e-05,,,0.0023041,0.000174,,,21.614,-20.378,39.464,191201000000_6,29
7,0,01-Dec-2019,00:04:45.196,1259625936.515,114.27341,242489350.787,62558,0,22.834,-11.18399,64.8486,0.640209,-19.33113,39.29118,3436.109,39.469,0.3734,3394.180,-18.78549,38.9145,3396.531,231.594,0.033,215.733,1.603,0.0195,0.001,,,0.0488,0.001,,,422.1551,,,,,0,9,0,1,9,1,9,2,10,1259625932.419,1259625934.467,1259625936.515,1259625938.563,1259625940.611,1259626135.170,1259626137.218,,,,01-Dec-2019,00:04:41.100,01-Dec-2019,00:04:43.148,01-Dec-2019,00:04:45.196,01-Dec-2019,00:04:47.244,01-Dec-2019,00:04:49.292,01-Dec-2019,00:08:03.851,01-Dec-2019,00:08:05.899,,,,,,,191201000000_7,0,50.072,175.803,0.227,0.00077159,7.3076e-06,,,0.0028426,0.0002812,,,21.502,-18.705,39.229,191201000000_7,29
8,0,01-Dec-2019,00:05:15.916,1259625967.235,114.27357,242489302.786,62558,0,22.834,-11.30859,63.69,0.639893,-17.58614,39.05298,3434.659,37.699,0.3746,3394.500,-17.11249,38.6955,3396.846,233.684,0.034,218.039,1.905,0.0174,0.001,,,0.0552,0.001,,,422.3145,,,,,0,9,0,1,9,1,9,2,10,1259625963.139,1259625965.187,1259625967.235,1259625969.283,1259625971.331,1259626165.890,1259626167.937,,,,01-Dec-2019,00:05:11.820,01-Dec-2019,00:05:13.868,01-Dec-2019,00:05:15.916,01-Dec-2019,00:05:17.964,01-Dec-2019,00:05:20.012,01-Dec-2019,00:08:34.570,01-Dec-2019,00:08:36.618,,,,,,,191201000000_8,0,50.072,174.379,0.844,0.0012471,1.9548e-05,,,0.0038935,0.00022856,,,21.59,-17.031,38.998,191201000000_8,29
9,0,01-Dec-2019,00:05:46.636,1259625997.955,114.27373,242489256.31,62558,0,22.834,-11.43318,62.6152,0.639608,-15.94295,38.82558,3435.386,38.066,0.3724,3394.800,-15.4415,38.4795,3396.845,236.465,0.035,215.578,1.653,0.0224,0.001,,,0.0622,0.001,,,434.0504,,,,,0,9,0,1,9,1,9,2,10,1259625993.859,1259625995.907,1259625997.955,1259626000.003,1259626002.051,1259626196.609,1259626198.657,,,,01-Dec-2019,00:05:42.540,01-Dec-2019,00:05:44.588,01-Dec-2019,00:05:46.636,01-Dec-2019,00:05:48.683,01-Dec-2019,00:05:50.731,01-Dec-2019,00:09:05.290,01-Dec-2019,00:09:07.338,,,,,,,191201000000_9,0,50.072,176.11,0.289,0.0012908,3.0428e-05,,,0.003609,8.7775e-05,,,21.752,-15.347,38.766,191201000000_9,29
10,0,01-Dec-2019,00:06:17.355,1259626028.674,114.2739,242489208.308,62558,0,22.834,-11.55759,61.5532,0.63933,-14.29675,38.60118,3436.031,38.371,0.373,3395.080,-13.769,38.2645,3397.509,235.269,0.034,221.699,1.98,0.0196,0.001,,,0.0591,0.001,,,419.1768,,,,,0,9,0,1,9,0,9,2,10,1259626024.578,1259626026.626,1259626028.674,1259626030.722,1259626032.770,1259626227.329,1259626229.377,,,,01-Dec-2019,00:06:13.259,01-Dec-2019,00:06:15.307,01-Dec-2019,00:06:17.355,01-Dec-2019,00:06:19.403,01-Dec-2019,00:06:21.451,01-Dec-2019,00:09:36.010,01-Dec-2019,00:09:38.058,,,,,,,191201000000_10,0,50.072,173.825,0.253,0.0012307,8.1118e-06,,,0.0042306,0.00012575,,,21.566,-13.677,38.539,191201000000_10,29
11,0,01-Dec-2019,00:06:48.075,1259626059.394,114.27406,242489160.307,62558,0,22.8338,-11.68238,60.5076,0.639059,-12.65075,38.37899,3436.668,38.508,0.3738,3395.300,-12.15099,38.056,3397.989,240.977,0.032,228.274,4.284,0.0171,0.001,,,0.0634,0.001,,,409.3757,,,,,0,9,0,1,9,0,9,2,10,1259626055.298,1259626057.346,1259626059.394,1259626061.442,1259626063.490,1259626258.049,1259626260.097,,,,01-Dec-2019,00:06:43.979,01-Dec-2019,00:06:46.027,01-Dec-2019,00:06:48.075,01-Dec-2019,00:06:50.123,01-Dec-2019,00:06:52.171,01-Dec-2019,00:10:06.730,01-Dec-2019,00:10:08.778,,,,,,,191201000000_11,0,50.072,173.644,0.864,0.0012874,1.77e-05,,,0.0040501,1.8533e-05,,,21.492,-12.004,38.314,191201000000_11,29
12,0,01-Dec-2019,00:07:18.795,1259626090.114,114.27423,242489112.305,62558,0,22.833,-11.80678,59.479,0.638789,-11.00797,38.15739,3437.356,39.036,0.3706,3395.500,-10.47749,37.84249,3398.076,243.631,0.033,226.967,2.705,0.0175,0.0013,,,0.0692,0.0012,,,413.595,,,,,0,9,0,1,9,0,9,2,10,1259626086.018,1259626088.066,1259626090.114,1259626092.162,1259626094.210,1259626288.769,1259626290.817,,,,01-Dec-2019,00:07:14.699,01-Dec-2019,00:07:16.747,01-Dec-2019,00:07:18.795,01-Dec-2019,00:07:20.843,01-Dec-2019,00:07:22.891,01-Dec-2019,00:10:37.450,01-Dec-2019,00:10:39.498,,,,,,,191201000000_12,0,50.072,173.394,0.363,0.001195,4.1172e-05,,,0.0044044,5.5994e-05,,,21.625,-10.323,38.088,191201000000_12,29
13,0,01-Dec-2019,00:07:49.515,1259626120.834,114.27439,242489065.828,62558,0,22.833,-11.93138,58.4026,0.638488,-9.26637,37.92439,3435.9,39.82,0.3702,3395.700,-8.8025,37.63,3396.061,238.445,0.036,228.859,2.94,0.026,0.0038,,,0.0817,0.0024,,,505.837,,,,,0,9,0,1,9,0,9,2,10,1259626116.738,1259626118.786,1259626120.834,1259626122.882,1259626124.930,1259626319.489,1259626321.537,,,,01-Dec-2019,00:07:45.419,01-Dec-2019,00:07:47.467,01-Dec-2019,00:07:49.515,01-Dec-2019,00:07:51.563,01-Dec-2019,00:07:53.611,01-Dec-2019,00:11:08.169,01-Dec-2019,00:11:10.217,,,,,,,191201000000_13,0,50.072,173.883,0.527,0.0027961,0.0001287,,,0.0051545,0.00035626,,,23.761,-8.638,37.86,191201000000_13,29
14,0,01-Dec-2019,00:08:20.235,1259626151.554,114.27455,242489017.826,62558,0,22.833,-12.05598,57.4096,0.638225,-7.62097,37.70499,3436.508,38.908,0.3708,3395.820,-7.127,37.4185,3396.557,240.406,0.037,219.026,1.583,0.0435,0.0022,,,0.0846,0.001,,,488.8289,,,,,0,9,0,1,9,0,9,2,10,1259626147.458,1259626149.506,1259626151.554,1259626153.602,1259626155.650,1259626350.208,1259626352.256,,,,01-Dec-2019,00:08:16.139,01-Dec-2019,00:08:18.187,01-Dec-2019,00:08:20.235,01-Dec-2019,00:08:22.283,01-Dec-2019,00:08:24.331,01-Dec-2019,00:11:38.889,01-Dec-2019,00:11:40.937,,,,,,,191201000000_14,0,50.072,174.53,0.528,0.0027185,0.00013065,,,0.0048315,8.3628e-05,,,23.162,-6.943,37.635,191201000000_14,29
15,0,01-Dec-2019,00:08:50.954,1259626182.273,114.27472,242488969.824,62558,0,22.833,-12.18058,56.43621,0.637963,-5.97637,37.48619,3437.124,39.124,0.3706,3395.960,-6.0866,37.27675,3397.271,244.008,0.035,223.794,3.236,0.0519,0.0013,,,0.1028,0.0021,,,464.007,,,,,0,9,0,1,9,0,9,2,10,1259626178.177,1259626180.225,1259626182.273,1259626184.321,1259626186.369,1259626417.792,1259626352.256,,,,01-Dec-2019,00:08:46.858,01-Dec-2019,00:08:48.906,01-Dec-2019,00:08:50.954,01-Dec-2019,00:08:53.002,01-Dec-2019,00:08:55.050,01-Dec-2019,00:12:46.473,01-Dec-2019,00:11:40.937,,,,,,,191201000000_15,0,50.072,174.009,0.754,0.0030031,0.00015517,,,0.0057009,4.6116e-05,,,22.778,-5.267,37.412,191201000000_15,29
16,0,01-Dec-2019,00:09:21.674,1259626212.993,114.27488,242488923.347,62558,0,22.833,-12.30539,55.4844,0.6377,-4.33498,37.2666,3437.79,39.93,0.3688,3396.040,-4.2155,37.04038,3397.889,249.609,0.043,226.888,4.147,0.0723,0.001,,,0.1053,0.0031,,,441.8358,,,,,0,9,0,1,9,0,9,2,10,1259626208.897,1259626210.945,1259626212.993,1259626215.041,1259626217.089,1259626417.792,1259626421.888,,,,01-Dec-2019,00:09:17.578,01-Dec-2019,00:09:19.626,01-Dec-2019,00:09:21.674,01-Dec-2019,00:09:23.722,01-Dec-2019,00:09:25.770,01-Dec-2019,00:12:46.473,01-Dec-2019,00:12:50.569,,,,,,,191201000000_16,0,50.072,174.248,1.27,0.0032656,5.3833e-05,,,0.0054232,0.00018974,,,22.387,-3.588,37.188,191201000000_16,29
17,0,01-Dec-2019,00:09:52.394,1259626243.713,114.27505,242488875.345,62558,0,22.833,-12.42979,54.5534,0.637438,-2.69138,37.0478,3438.401,40.821,0.368,3396.100,-3.272,36.931,3397.853,,,,,,,,,,,,,,,,,,0,9,2,5,9,4,9,9,10,1259626239.617,1259626241.665,1259626243.713,1259626245.761,1259626247.809,1259626423.936,1259626421.888,,,,01-Dec-2019,00:09:48.298,01-Dec-2019,00:09:50.346,01-Dec-2019,00:09:52.394,01-Dec-2019,00:09:54.442,01-Dec-2019,00:09:56.490,01-Dec-2019,00:12:52.617,01-Dec-2019,00:12:50.569,,,,,,,191201000000_17,0,50.072,174.835,1.761,0.0066921,0.001677,,,0.005865,0.0011696,,,22.704,-1.912,36.964,191201000000_17,29
18,0,01-Dec-2019,00:10:23.114,1259626274.433,114.27521,242488827.342,62558,0,22.833,-12.55439,53.5894,0.637157,-0.9472,36.822,3436.802,39.622,0.3698,3396.100,-1.651,36.729,3397.525,248.016,0.033,220.033,2.183,0.0164,0.001,,,0.1714,0.001,,,459.2225,,,,,0,9,0,0,9,0,9,2,10,1259626270.337,1259626272.385,1259626274.433,1259626276.481,1259626278.529,1259626454.656,1259626452.608,,,,01-Dec-2019,00:10:19.018,01-Dec-2019,00:10:21.066,01-Dec-2019,00:10:23.114,01-Dec-2019,00:10:25.162,01-Dec-2019,00:10:27.210,01-Dec-2019,00:13:23.337,01-Dec-2019,00:13:21.289,,,,,,,191201000000_18,0,50.072,172.298,0.38,0.00078178,5.9374e-05,,,0.011494,2.5741e-05,,,22.581,-0.202,36.741,191201000000_18,29
19,0,01-Dec-2019,00:10:53.834,1259626305.153,114.27538,242488779.339,62558,0,22.833,-12.67899,52.7082,0.636894,0.69421,36.603,3437.441,40.561,0.3672,3396.100,0.0255,36.515,3397.121,249.666,0.045,221.812,2.181,0.0232,0.004,,,0.1657,0.0012,,,476.4149,,,,,0,9,0,0,9,0,9,2,10,1259626301.057,1259626303.105,1259626305.153,1259626307.201,1259626309.249,1259626485.376,1259626483.328,,,,01-Dec-2019,00:10:49.738,01-Dec-2019,00:10:51.786,01-Dec-2019,00:10:53.834,01-Dec-2019,00:10:55.882,01-Dec-2019,00:10:57.930,01-Dec-2019,00:13:54.056,01-Dec-2019,00:13:52.008,,,,,,,191201000000_19,0,50.072,172.414,0.23,0.00077385,0.00032079,,,0.011471,7.543e-05,,,23.003,1.484,36.516,191201000000_19,29
20,0,01-Dec-2019,00:11:24.553,1259626335.872,114.27554,242488732.862,62558,0,22.833,-12.80358,51.8524,0.636637,2.33939,36.3856,3437.97,41.55,0.3688,3396.100,1.70351,36.304,3396.918,,,,,,,,,,,,,,,,,,0,9,2,5,9,4,9,9,10,1259626331.776,1259626333.824,1259626335.872,1259626337.920,1259626339.968,1259626516.095,1259626514.047,,,,01-Dec-2019,00:11:20.457,01-Dec-2019,00:11:22.505,01-Dec-2019,00:11:24.553,01-Dec-2019,00:11:26.601,01-Dec-2019,00:11:28.649,01-Dec-2019,00:14:24.776,01-Dec-2019,00:14:22.728,,,,,,,191201000000_20,0,50.072,,,,,,,,,,,23.46,3.16,36.294,191201000000_20,29
21,0,01-Dec-2019,00:11:55.273,1259626366.592,114.2757,242488684.859,62558,0,22.833,-12.92819,50.9732,0.636347,4.07759,36.1568,3436.448,40.068,0.3684,3396.000,3.383,36.0935,3396.465,,,,,,,,,,,,,,,,,,0,9,2,5,9,4,9,9,10,1259626362.496,1259626364.544,1259626366.592,1259626368.640,1259626370.688,1259626546.815,1259626544.767,,,,01-Dec-2019,00:11:51.177,01-Dec-2019,00:11:53.225,01-Dec-2019,00:11:55.273,01-Dec-2019,00:11:57.321,01-Dec-2019,00:11:59.369,01-Dec-2019,00:14:55.496,01-Dec-2019,00:14:53.448,,,,,,,191201000000_21,0,50.072,,,,,,,,,,,23.876,4.848,36.07,191201000000_21,29
22,0,01-Dec-2019,00:13:06.953,1259626438.272,114.27608,242488573.359,62558,0,22.833,-13.21879,49.161,0.635738,7.91458,35.6468,3437.683,41.723,0.3676,3395.800,8.307,35.471,3395.99,,,,,,,,,,,,,,,,,,0,9,2,5,9,4,9,9,10,1259626434.176,1259626436.224,1259626438.272,1259626440.320,1259626442.368,1259626636.927,1259626638.975,,,,01-Dec-2019,00:13:02.857,01-Dec-2019,00:13:04.905,01-Dec-2019,00:13:06.953,01-Dec-2019,00:13:09.001,01-Dec-2019,00:13:11.049,01-Dec-2019,00:16:25.607,01-Dec-2019,00:16:27.655,,,,,,,191201000000_22,0,50.072,,,,,,,,,,,23.143,8.834,35.539,191201000000_22,29
23,0,01-Dec-2019,00:13:37.673,1259626468.992,114.27625,242488526.881,62558,0,22.833,-13.34339,48.3912,0.635444,9.65716,35.41661,3436.007,39.887,0.3668,3395.620,9.9875,35.257,3396.058,,,,,,,,,,,,,,,,,,0,9,2,5,9,4,9,9,10,1259626464.896,1259626466.944,1259626468.992,1259626471.040,1259626473.088,1259626667.646,1259626669.694,,,,01-Dec-2019,00:13:33.577,01-Dec-2019,00:13:35.625,01-Dec-2019,00:13:37.673,01-Dec-2019,00:13:39.721,01-Dec-2019,00:13:41.769,01-Dec-2019,00:16:56.327,01-Dec-2019,00:16:58.375,,,,,,,191201000000_23,0,50.072,,,,,,,,,,,23.701,10.49,35.318,191201000000_23,29
24,0,01-Dec-2019,00:14:08.392,1259626499.711,114.27641,242488478.877,62558,0,22.833,-13.46799,47.701,0.635164,11.29796,35.19101,3436.57,41.77,0.3646,3395.440,11.66699,35.043,3395.949,,,,,,,,,,,,,,,,,,0,9,2,5,9,4,9,9,10,1259626495.615,1259626497.663,1259626499.711,1259626501.759,1259626503.807,1259626698.366,1259626700.414,,,,01-Dec-2019,00:14:04.296,01-Dec-2019,00:14:06.344,01-Dec-2019,00:14:08.392,01-Dec-2019,00:14:10.440,01-Dec-2019,00:14:12.488,01-Dec-2019,00:17:27.047,01-Dec-2019,00:17:29.095,,,,,,,191201000000_24,0,50.072,171.696,4.71,,,,,,,,,23.924,12.167,35.086,191201000000_24,29
25,0,01-Dec-2019,00:14:39.112,1259626530.431,114.27658,242488430.874,62558,0,22.833,-13.59259,47.0512,0.634898,12.94255,34.97061,3437.059,42.979,0.366,3395.220,13.176,34.8475,3394.246,,,,,,,,,,,,,,,,,,0,9,2,5,9,4,9,9,10,1259626526.335,1259626528.383,1259626530.431,1259626532.479,1259626534.527,1259626727.038,1259626729.086,,,,01-Dec-2019,00:14:35.016,01-Dec-2019,00:14:37.064,01-Dec-2019,00:14:39.112,01-Dec-2019,00:14:41.160,01-Dec-2019,00:14:43.208,01-Dec-2019,00:17:55.719,01-Dec-2019,00:17:57.767,,,,,,,191201000000_25,0,50.072,,,,,,,,,,,25.365,13.861,34.857,191201000000_25,29
26,0,01-Dec-2019,00:15:09.832,1259626561.151,114.27674,242488382.87,62558,0,22.833,-13.7174,46.393,0.634589,14.69335,34.73461,3435.15,42.19,0.367,3394.980,14.8445,34.556,3393.779,,,,,,,,,,,,,,,,,,0,9,2,5,9,4,9,9,10,1259626557.055,1259626559.103,1259626561.151,1259626563.199,1259626565.247,1259626757.758,1259626759.806,,,,01-Dec-2019,00:15:05.736,01-Dec-2019,00:15:07.784,01-Dec-2019,00:15:09.832,01-Dec-2019,00:15:11.880,01-Dec-2019,00:15:13.928,01-Dec-2019,00:18:26.439,01-Dec-2019,00:18:28.487,,,,,,,191201000000_26,0,50.072,,,,,,,,,,,25.126,15.572,34.624,191201000000_26,29
27,0,01-Dec-2019,00:15:40.552,1259626591.871,114.2769,242488336.391,62558,0,22.833,-13.84159,45.8202,0.634307,16.33595,34.50882,3435.657,41.937,0.367,3394.720,16.45999,34.2555,3394.131,,,,,,,,,,,,,,,,,,0,9,2,5,9,4,9,9,10,1259626587.775,1259626589.823,1259626591.871,1259626593.919,1259626595.967,1259626788.478,1259626790.526,,,,01-Dec-2019,00:15:36.456,01-Dec-2019,00:15:38.504,01-Dec-2019,00:15:40.552,01-Dec-2019,00:15:42.600,01-Dec-2019,00:15:44.648,01-Dec-2019,00:18:57.159,01-Dec-2019,00:18:59.207,,,,,,,191201000000_27,0,50.072,,,,,,,,,,,25.447,17.223,34.395,191201000000_27,29
28,0,01-Dec-2019,00:16:11.272,1259626622.591,114.27707,242488288.386,62558,0,22.833,-13.96639,45.29,0.634026,17.97853,34.28282,3436.15,42.87,0.367,3394.440,18.13749,33.943,3393.346,,,,,,,,,,,,,,,,,,0,9,2,5,9,4,9,9,10,1259626618.495,1259626620.543,1259626622.591,1259626624.639,1259626626.687,1259626819.197,1259626821.245,,,,01-Dec-2019,00:16:07.176,01-Dec-2019,00:16:09.224,01-Dec-2019,00:16:11.272,01-Dec-2019,00:16:13.320,01-Dec-2019,00:16:15.368,01-Dec-2019,00:19:27.878,01-Dec-2019,00:19:29.926,,,,,,,191201000000_28,0,50.072,,,,,,,,,,,25.023,18.954,34.155,191201000000_28,29
29,0,01-Dec-2019,00:16:41.991,1259626653.310,114.27723,242488240.382,62558,0,22.833,-14.09099,44.7678,0.633702,19.71973,34.04182,3434.414,40.354,0.3682,3394.100,19.81898,33.6245,3393.464,,,,,,,,,,,,,,,,,,0,9,2,5,9,4,9,9,10,1259626649.214,1259626651.262,1259626653.310,1259626655.358,1259626657.406,1259626849.917,1259626851.965,,,,01-Dec-2019,00:16:37.895,01-Dec-2019,00:16:39.943,01-Dec-2019,00:16:41.991,01-Dec-2019,00:16:44.039,01-Dec-2019,00:16:46.087,01-Dec-2019,00:19:58.598,01-Dec-2019,00:20:00.646,,,,,,,191201000000_29,0,50.072,,,,,,,,,,,24.341,20.656,33.916,191201000000_29,29
30,0,01-Dec-2019,00:17:43.431,1259626714.750,114.27756,242488145.898,62558,0,22.833,-14.3402,43.9284,0.633105,23.00471,33.57763,3435.385,43.545,0.3686,3393.380,23.12598,33.0055,3392.249,262.706,0.036,217.873,0.177,0.0443,0.0026,,,0.1547,0.0097,,,579.3275,,,,,0,9,0,0,9,0,9,2,10,1259626710.654,1259626712.702,1259626714.750,1259626716.798,1259626718.846,1259626911.357,1259626913.405,,,,01-Dec-2019,00:17:39.335,01-Dec-2019,00:17:41.383,01-Dec-2019,00:17:43.431,01-Dec-2019,00:17:45.479,01-Dec-2019,00:17:47.527,01-Dec-2019,00:21:00.038,01-Dec-2019,00:21:02.086,,,,,,,191201000000_30,0,50.072,175.037,0.529,0.0005658,8.8479e-05,,,0.0090206,1.2766e-05,,,24.852,24.038,33.433,191201000000_30,29
31,0,01-Dec-2019,00:18:12.103,1259626743.422,114.27771,242488100.992,62558,0,22.833,-14.4564,43.546,0.632683,24.6127,33.30944,3434.009,42.589,0.704,3393.020,24.75999,32.7315,3391.695,262.545,0.065,217.17,1.118,0.0641,0.0302,,,0.0988,0.009,,,589.6403,,,,,0,9,0,1,9,0,9,2,10,1259626739.326,1259626741.374,1259626743.422,1259626745.470,1259626747.518,1259626942.077,1259626944.125,,,,01-Dec-2019,00:18:08.007,01-Dec-2019,00:18:10.055,01-Dec-2019,00:18:12.103,01-Dec-2019,00:18:14.151,01-Dec-2019,00:18:16.199,01-Dec-2019,00:21:30.758,01-Dec-2019,00:21:32.806,,,,,,,191201000000_31,0,50.072,176.2,1.406,0.0014601,0.00028819,,,0.0064702,0.00033445,,,25.087,25.609,33.164,191201000000_31,29
